State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Number_of_death
Tamil Nadu,Madurai,2023,December,Monday,01:56,Fatal,1,Bus,3,5,Rainy,State Highway,Damaged,Dusk,Signals,87,28,Female,Expired,No,Intersection,24.082246,69.77913919,5
Tamil Nadu,Madurai,2019,September,Thursday,22:05,Fatal,3,Bus,4,5,Stormy,Village Road,Under Construction,Dusk,Signals,51,54,Female,None,Yes,Intersection,20.73255709,90.642086,4
Nagaland,Unknown,2020,June,Wednesday,17:09,Minor,5,Cycle,10,2,Stormy,Urban Road,Dry,Daylight,Police Checkpost,54,58,Female,None,No,Intersection,19.11970468,81.33421229,8
Punjab,Unknown,2019,September,Wednesday,01:43,Serious,2,Two-Wheeler,1,0,Clear,Urban Road,Wet,Daylight,None,87,49,Male,Valid,Yes,Straight Road,17.4194432,69.68675007,3
Uttarakhand,Unknown,2022,September,Saturday,21:34,Serious,2,Truck,3,0,Foggy,Village Road,Damaged,Dark,Police Checkpost,71,28,Female,None,No,Curve,33.09728689,96.8511232,4
Tamil Nadu,Coimbatore,2023,September,Wednesday,00:21,Minor,5,Bus,4,3,Stormy,State Highway,Dry,Dark,Signals,62,55,Female,Valid,No,Intersection,30.42672401,69.67563627,5
Sikkim,Unknown,2019,June,Sunday,17:00,Serious,5,Car,4,5,Rainy,National Highway,Damaged,Dark,Signals,118,34,Female,None,Yes,Bridge,34.05572659,88.15602164,4
Punjab,Unknown,2021,April,Friday,15:48,Minor,4,Pedestrian,10,0,Rainy,National Highway,Damaged,Dusk,Signs,79,39,Female,Expired,No,Curve,11.35602503,96.52668883,4
Assam,Unknown,2018,February,Saturday,20:02,Minor,4,Bus,10,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,59,52,Female,None,Yes,Bridge,27.73342183,74.93622302,6
Punjab,Unknown,2019,May,Friday,19:05,Fatal,5,Two-Wheeler,6,5,Stormy,State Highway,Wet,Dawn,Signals,80,66,Female,Valid,Yes,Intersection,33.33519233,72.12523169,1
Himachal Pradesh,Unknown,2020,May,Friday,18:56,Minor,5,Car,3,1,Hazy,State Highway,Wet,Dawn,Signals,33,68,Female,Valid,No,Intersection,12.89329279,71.52016324,8
Meghalaya,Unknown,2023,November,Wednesday,01:34,Minor,5,Truck,8,1,Foggy,Urban Road,Under Construction,Dawn,Signals,81,58,Male,None,Yes,Bridge,9.795399219,76.79497928,9
Himachal Pradesh,Unknown,2021,May,Tuesday,00:37,Minor,2,Car,7,0,Clear,Village Road,Dry,Dark,None,64,69,Male,None,No,Straight Road,28.01025753,70.93032852,5
Jammu and Kashmir,Unknown,2018,May,Saturday,15:16,Serious,5,Two-Wheeler,10,3,Foggy,National Highway,Dry,Daylight,Police Checkpost,83,68,Female,Expired,No,Intersection,23.51077406,88.07267891,8
Delhi,Dwarka,2018,November,Wednesday,10:45,Serious,1,Truck,7,3,Stormy,Urban Road,Under Construction,Daylight,Signals,105,67,Female,Valid,Yes,Bridge,30.72937697,69.80646215,4
Goa,Unknown,2023,March,Thursday,13:47,Minor,5,Truck,1,2,Stormy,National Highway,Wet,Dusk,Signals,75,34,Female,None,No,Straight Road,11.77385417,82.77324172,8
Puducherry,Unknown,2020,February,Wednesday,18:48,Fatal,1,Car,10,0,Foggy,Urban Road,Wet,Dark,Police Checkpost,106,48,Female,Expired,Yes,Bridge,29.47221742,96.90420876,9
Jammu and Kashmir,Unknown,2019,November,Sunday,00:51,Serious,2,Auto-Rickshaw,8,2,Clear,Village Road,Dry,Dawn,None,50,33,Male,Expired,Yes,Straight Road,13.44393764,91.60513782,1
Arunachal Pradesh,Unknown,2021,December,Wednesday,09:40,Fatal,4,Auto-Rickshaw,2,0,Foggy,Village Road,Dry,Dark,None,51,63,Female,Expired,No,Intersection,12.41871046,85.84136371,8
Karnataka,Mangalore,2019,July,Friday,22:19,Fatal,2,Truck,3,2,Foggy,National Highway,Under Construction,Daylight,Signals,72,28,Female,Valid,Yes,Bridge,12.43517654,76.881355,2
Goa,Unknown,2022,May,Wednesday,06:36,Fatal,4,Bus,0,0,Clear,National Highway,Dry,Dark,Signs,91,29,Female,None,No,Straight Road,29.99351745,86.09297925,4
Delhi,New Delhi,2023,March,Tuesday,22:57,Minor,2,Bus,7,1,Rainy,State Highway,Damaged,Dark,None,65,65,Male,Valid,Yes,Bridge,25.96032496,83.28420245,3
Chhattisgarh,Unknown,2022,October,Friday,00:30,Serious,5,Cycle,7,5,Foggy,National Highway,Under Construction,Dawn,Police Checkpost,55,63,Male,Expired,No,Curve,22.12276647,80.35641813,5
Haryana,Unknown,2019,December,Sunday,23:51,Minor,2,Auto-Rickshaw,0,2,Rainy,Village Road,Dry,Dawn,Police Checkpost,53,25,Female,Valid,No,Curve,17.68842307,71.79060093,3
Haryana,Unknown,2019,January,Friday,15:02,Minor,3,Two-Wheeler,2,1,Foggy,Village Road,Under Construction,Daylight,Signals,40,54,Male,Valid,Yes,Straight Road,31.6844146,93.71152224,7
Assam,Unknown,2023,February,Saturday,19:28,Minor,4,Car,5,4,Rainy,National Highway,Damaged,Dusk,None,115,32,Female,Valid,No,Intersection,18.5960179,81.04375482,3
Madhya Pradesh,Unknown,2023,June,Friday,15:24,Minor,2,Pedestrian,10,2,Clear,National Highway,Under Construction,Dawn,Signals,110,28,Female,None,No,Straight Road,30.04818487,73.64405284,9
Meghalaya,Unknown,2022,August,Thursday,11:47,Minor,4,Cycle,7,0,Stormy,National Highway,Damaged,Dark,None,107,45,Female,Expired,Yes,Straight Road,19.85664253,78.66502118,8
Chandigarh,Unknown,2022,March,Thursday,16:43,Fatal,2,Auto-Rickshaw,8,5,Clear,National Highway,Damaged,Dusk,Signs,95,64,Male,Expired,No,Straight Road,18.17749959,80.00976282,8
Rajasthan,Udaipur,2020,May,Monday,22:59,Fatal,1,Pedestrian,1,1,Clear,National Highway,Dry,Daylight,Signals,111,55,Female,Valid,Yes,Straight Road,20.49235421,91.99859897,8
Punjab,Unknown,2021,February,Wednesday,11:35,Fatal,4,Auto-Rickshaw,6,0,Rainy,State Highway,Damaged,Dark,None,79,52,Female,Valid,No,Curve,16.1372026,89.27481704,8
Assam,Unknown,2020,October,Monday,04:48,Minor,4,Cycle,9,1,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,113,47,Female,Valid,Yes,Bridge,28.18545326,90.30984192,9
Telangana,Unknown,2022,June,Friday,17:52,Fatal,4,Pedestrian,1,5,Hazy,National Highway,Damaged,Daylight,None,101,30,Male,Valid,Yes,Bridge,21.57345053,68.31990667,4
Uttarakhand,Unknown,2022,November,Wednesday,15:48,Serious,1,Cycle,7,0,Clear,State Highway,Damaged,Daylight,Signals,90,31,Male,None,Yes,Curve,14.26974277,80.06846595,1
Karnataka,Bangalore,2021,March,Wednesday,03:38,Minor,3,Car,7,4,Rainy,Village Road,Damaged,Dusk,Police Checkpost,86,48,Male,Expired,Yes,Bridge,32.28851348,81.9589804,7
Delhi,New Delhi,2018,November,Wednesday,09:22,Fatal,4,Cycle,9,4,Stormy,Village Road,Dry,Dawn,Signals,79,58,Male,Valid,Yes,Curve,18.36506298,68.55657603,4
Maharashtra,Pune,2018,November,Tuesday,00:40,Fatal,4,Auto-Rickshaw,4,0,Hazy,Village Road,Wet,Dusk,Police Checkpost,113,55,Female,Valid,Yes,Intersection,22.67592725,75.53458305,4
Uttarakhand,Unknown,2018,October,Wednesday,23:54,Serious,5,Auto-Rickshaw,3,2,Rainy,Village Road,Dry,Daylight,Signals,62,51,Female,Expired,No,Straight Road,32.474747,90.04840487,4
Himachal Pradesh,Unknown,2023,October,Sunday,07:45,Minor,2,Auto-Rickshaw,6,3,Clear,State Highway,Wet,Dawn,Signals,39,23,Male,Valid,No,Intersection,24.85442589,71.97618147,1
Odisha,Unknown,2019,September,Sunday,20:20,Serious,5,Two-Wheeler,10,3,Stormy,Urban Road,Dry,Dawn,Signals,95,60,Male,None,Yes,Intersection,11.1562471,83.52399381,4
Tamil Nadu,Coimbatore,2021,September,Tuesday,04:20,Fatal,4,Bus,6,0,Hazy,Village Road,Wet,Dusk,None,72,46,Female,None,Yes,Intersection,33.37546734,74.24085429,2
Haryana,Unknown,2019,August,Monday,14:16,Minor,4,Bus,5,4,Hazy,State Highway,Dry,Daylight,Signs,69,36,Male,None,Yes,Straight Road,24.94811743,68.35150246,1
Kerala,Unknown,2021,February,Sunday,05:08,Fatal,1,Bus,4,0,Rainy,Village Road,Under Construction,Dawn,Signs,43,42,Female,Expired,No,Straight Road,17.0424516,74.99484227,7
Odisha,Unknown,2022,June,Tuesday,22:37,Fatal,1,Truck,9,4,Rainy,Urban Road,Wet,Daylight,Police Checkpost,111,30,Female,Valid,No,Intersection,11.76034596,96.30033889,4
Goa,Unknown,2023,March,Thursday,14:05,Fatal,1,Car,7,5,Clear,National Highway,Under Construction,Daylight,None,100,67,Male,None,Yes,Straight Road,29.43868011,91.24457624,9
Assam,Unknown,2022,August,Wednesday,15:59,Fatal,5,Bus,4,0,Hazy,Urban Road,Under Construction,Daylight,Signals,35,50,Male,None,No,Bridge,24.74196441,95.82772269,9
Nagaland,Unknown,2021,September,Sunday,02:15,Fatal,2,Truck,8,0,Rainy,Urban Road,Dry,Dark,Signals,78,60,Male,Valid,Yes,Straight Road,22.40344948,82.14776727,5
Arunachal Pradesh,Unknown,2021,January,Thursday,14:23,Fatal,1,Truck,7,4,Rainy,State Highway,Dry,Dawn,Signs,114,69,Female,None,No,Curve,32.13509974,71.18234976,8
Rajasthan,Udaipur,2022,June,Wednesday,02:29,Minor,3,Bus,2,5,Stormy,State Highway,Dry,Daylight,Signals,78,65,Male,None,Yes,Straight Road,29.2921247,83.89082518,7
Chandigarh,Unknown,2018,March,Wednesday,20:02,Serious,2,Two-Wheeler,1,3,Clear,National Highway,Wet,Dusk,None,92,21,Male,Expired,Yes,Straight Road,12.09522175,81.1769427,1
Himachal Pradesh,Unknown,2021,August,Monday,21:34,Serious,4,Bus,5,1,Stormy,State Highway,Damaged,Dark,Police Checkpost,91,69,Female,Expired,Yes,Curve,16.41649583,92.4863554,6
Goa,Unknown,2023,October,Wednesday,19:24,Minor,1,Auto-Rickshaw,0,1,Stormy,State Highway,Under Construction,Dark,Police Checkpost,75,50,Female,Valid,Yes,Bridge,14.70920677,70.84439484,7
Tripura,Unknown,2020,February,Friday,11:09,Fatal,2,Bus,3,2,Stormy,Village Road,Wet,Dusk,Signs,105,65,Male,Valid,No,Curve,28.0865499,82.15899297,1
Chandigarh,Unknown,2021,June,Wednesday,17:17,Minor,4,Truck,1,5,Rainy,National Highway,Damaged,Dark,Signs,93,67,Male,Valid,No,Curve,8.905375738,72.35141128,4
Madhya Pradesh,Unknown,2021,February,Friday,22:52,Fatal,1,Bus,2,5,Rainy,Urban Road,Dry,Dark,Signs,93,18,Male,None,No,Straight Road,23.38702149,77.41560188,8
Meghalaya,Unknown,2021,April,Thursday,13:59,Minor,5,Pedestrian,5,3,Foggy,Urban Road,Dry,Daylight,None,113,56,Male,None,Yes,Curve,28.58638451,89.38335524,6
Puducherry,Unknown,2019,August,Friday,21:34,Serious,2,Car,9,1,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,35,35,Female,Valid,No,Curve,31.67267219,81.80452575,9
Jharkhand,Unknown,2023,November,Monday,19:39,Fatal,5,Car,2,5,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,90,35,Male,Valid,Yes,Intersection,17.23620722,78.90076027,4
Chandigarh,Unknown,2021,February,Wednesday,02:28,Minor,2,Auto-Rickshaw,2,4,Rainy,State Highway,Damaged,Daylight,Police Checkpost,100,56,Female,None,Yes,Curve,30.17394723,79.43981208,1
Tamil Nadu,Madurai,2022,September,Wednesday,15:18,Minor,3,Truck,0,5,Rainy,State Highway,Wet,Dark,Police Checkpost,110,52,Male,Valid,No,Bridge,10.9870569,81.32395628,5
Telangana,Unknown,2018,March,Thursday,02:18,Fatal,1,Truck,5,5,Foggy,Urban Road,Under Construction,Daylight,None,39,60,Male,None,No,Bridge,30.85421188,90.76547977,9
Jharkhand,Unknown,2020,April,Wednesday,09:34,Fatal,2,Car,10,3,Clear,State Highway,Dry,Dawn,Signs,95,63,Male,Valid,Yes,Curve,11.44219388,93.87045598,7
West Bengal,Siliguri,2022,March,Wednesday,22:37,Serious,3,Cycle,4,5,Foggy,State Highway,Wet,Dark,Signs,39,28,Female,None,Yes,Bridge,18.72675685,95.70470591,9
Uttar Pradesh,Lucknow,2020,May,Saturday,00:39,Fatal,1,Auto-Rickshaw,4,5,Foggy,National Highway,Damaged,Dark,None,79,67,Female,Valid,Yes,Straight Road,29.52697488,90.8201982,6
Nagaland,Unknown,2022,September,Tuesday,06:45,Minor,3,Truck,4,3,Hazy,National Highway,Damaged,Dark,Signals,94,35,Male,None,No,Curve,12.04777054,77.14679998,6
Jammu and Kashmir,Unknown,2023,December,Wednesday,03:51,Fatal,2,Cycle,9,0,Stormy,National Highway,Under Construction,Dawn,None,95,56,Female,Expired,No,Bridge,14.18978767,87.95590648,7
Maharashtra,Mumbai,2023,April,Sunday,08:15,Fatal,5,Two-Wheeler,8,5,Stormy,Village Road,Damaged,Dark,Signals,105,20,Female,Expired,Yes,Curve,27.50081935,80.6904906,9
Mizoram,Unknown,2019,January,Sunday,16:11,Serious,5,Auto-Rickshaw,5,0,Stormy,State Highway,Damaged,Dark,None,88,26,Male,Valid,Yes,Bridge,27.44098649,75.38544804,2
Uttarakhand,Unknown,2020,June,Sunday,03:49,Minor,2,Pedestrian,4,1,Stormy,Village Road,Wet,Daylight,Signals,38,53,Female,None,No,Curve,25.31098609,92.3852758,5
Sikkim,Unknown,2019,May,Sunday,21:07,Minor,3,Pedestrian,9,2,Hazy,Urban Road,Dry,Dusk,Police Checkpost,30,33,Female,Valid,No,Curve,26.736608,69.11436412,5
Goa,Unknown,2020,February,Monday,09:39,Serious,2,Auto-Rickshaw,9,4,Foggy,Urban Road,Under Construction,Dark,Signals,117,39,Male,Valid,Yes,Curve,22.65355997,94.15109777,9
Nagaland,Unknown,2021,January,Monday,02:53,Minor,5,Cycle,5,3,Clear,State Highway,Wet,Daylight,Signals,115,19,Male,Expired,Yes,Intersection,14.79857459,81.38284647,7
Karnataka,Mysore,2022,June,Friday,21:24,Minor,5,Cycle,7,0,Stormy,National Highway,Damaged,Dusk,Signals,53,21,Male,Expired,Yes,Straight Road,17.33379182,86.47884283,8
Himachal Pradesh,Unknown,2020,May,Monday,08:26,Minor,1,Bus,4,2,Hazy,State Highway,Damaged,Dusk,Signals,88,45,Male,Valid,No,Straight Road,12.90313835,87.12126374,3
Telangana,Unknown,2018,February,Monday,20:53,Fatal,3,Car,7,3,Stormy,State Highway,Under Construction,Daylight,Signs,63,43,Female,Expired,No,Straight Road,32.52816516,93.95841448,4
Kerala,Unknown,2022,March,Wednesday,09:37,Fatal,4,Bus,5,1,Rainy,National Highway,Damaged,Dawn,Signs,46,38,Female,Expired,Yes,Intersection,23.75157846,86.46342078,2
Haryana,Unknown,2021,October,Wednesday,07:58,Fatal,5,Truck,1,5,Clear,State Highway,Under Construction,Dusk,Signals,95,62,Male,None,Yes,Intersection,18.82298825,85.80407396,4
Delhi,Rohini,2020,November,Monday,22:58,Serious,5,Two-Wheeler,6,4,Foggy,State Highway,Dry,Dark,Police Checkpost,105,61,Male,None,No,Intersection,20.4741567,69.93290918,2
Himachal Pradesh,Unknown,2019,February,Tuesday,04:01,Minor,3,Truck,2,0,Rainy,National Highway,Wet,Dawn,Police Checkpost,79,34,Male,Valid,No,Bridge,33.57665017,83.03383264,5
Arunachal Pradesh,Unknown,2021,September,Sunday,11:21,Fatal,3,Pedestrian,0,1,Clear,State Highway,Wet,Dark,Police Checkpost,112,32,Male,Valid,No,Bridge,12.14048788,72.35490102,2
Assam,Unknown,2022,May,Sunday,02:28,Serious,5,Bus,1,5,Foggy,State Highway,Wet,Dark,Signals,90,45,Male,None,Yes,Straight Road,23.82820546,89.38557929,9
Kerala,Unknown,2023,March,Monday,02:43,Fatal,1,Bus,8,1,Clear,National Highway,Damaged,Daylight,Signals,105,38,Male,Valid,Yes,Bridge,21.65899433,82.8544357,7
Punjab,Unknown,2020,September,Friday,11:11,Minor,4,Two-Wheeler,7,5,Foggy,National Highway,Under Construction,Dark,None,52,70,Female,Valid,No,Bridge,24.50926436,87.7266056,9
Jharkhand,Unknown,2021,February,Friday,06:55,Minor,4,Pedestrian,3,0,Hazy,National Highway,Dry,Dawn,Signals,63,47,Male,Expired,No,Bridge,8.488974963,69.20851412,8
Punjab,Unknown,2018,July,Thursday,05:06,Minor,5,Truck,1,2,Clear,Urban Road,Wet,Dark,Signs,120,24,Female,None,Yes,Bridge,31.54734554,70.45896847,4
Jharkhand,Unknown,2020,September,Monday,00:07,Fatal,3,Truck,2,2,Stormy,State Highway,Under Construction,Dark,Signals,108,61,Male,None,No,Bridge,33.16719363,88.77337825,8
Gujarat,Vadodara,2018,March,Friday,13:47,Serious,5,Two-Wheeler,3,2,Stormy,Village Road,Dry,Dark,None,45,46,Female,Expired,No,Curve,23.25859596,70.09044574,4
Goa,Unknown,2018,May,Wednesday,13:46,Serious,2,Bus,4,0,Rainy,Village Road,Under Construction,Dusk,None,99,68,Male,Expired,No,Intersection,26.80957224,70.06644511,2
Uttar Pradesh,Lucknow,2022,December,Thursday,08:30,Serious,2,Truck,0,0,Stormy,Village Road,Dry,Dawn,None,115,43,Male,Valid,Yes,Bridge,32.90748329,68.35114578,3
Sikkim,Unknown,2018,December,Friday,11:49,Fatal,4,Truck,7,5,Foggy,Urban Road,Under Construction,Daylight,Signals,117,60,Female,Expired,No,Straight Road,27.09544313,95.73854055,3
Maharashtra,Pune,2020,October,Thursday,20:01,Fatal,2,Auto-Rickshaw,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,45,53,Male,Expired,No,Intersection,12.11855416,89.38774242,2
Mizoram,Unknown,2021,September,Saturday,21:08,Serious,3,Two-Wheeler,2,1,Foggy,Village Road,Dry,Dark,Signs,111,25,Male,None,No,Curve,23.55978572,78.24429085,9
Odisha,Unknown,2018,October,Monday,16:24,Fatal,2,Auto-Rickshaw,0,0,Rainy,State Highway,Under Construction,Dusk,Signs,82,62,Male,Valid,Yes,Intersection,24.38130625,76.59953186,4
Uttarakhand,Unknown,2018,March,Tuesday,21:54,Minor,4,Cycle,10,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,109,65,Female,None,No,Intersection,19.45152813,78.14139366,2
Madhya Pradesh,Unknown,2022,November,Sunday,16:53,Minor,2,Two-Wheeler,7,4,Stormy,State Highway,Wet,Dawn,None,100,33,Male,Expired,No,Straight Road,27.88399436,90.4649524,6
Chhattisgarh,Unknown,2021,October,Sunday,18:38,Serious,1,Car,6,0,Foggy,Village Road,Under Construction,Dawn,Signs,105,18,Female,Valid,No,Curve,33.2279094,87.17974772,4
Meghalaya,Unknown,2023,February,Saturday,01:24,Fatal,4,Bus,7,4,Clear,Urban Road,Dry,Dark,Signs,74,31,Male,None,Yes,Bridge,32.99034985,73.37067147,6
Goa,Unknown,2020,April,Wednesday,20:41,Fatal,5,Truck,7,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,62,47,Female,Expired,Yes,Bridge,20.17266303,73.04917072,2
Puducherry,Unknown,2023,April,Sunday,01:25,Fatal,5,Cycle,5,3,Rainy,Village Road,Dry,Dark,Signs,79,47,Male,None,Yes,Intersection,11.05742724,70.85347384,7
Tamil Nadu,Chennai,2022,November,Tuesday,04:04,Serious,1,Truck,0,0,Foggy,State Highway,Dry,Dawn,Police Checkpost,38,22,Male,Expired,Yes,Bridge,34.59071237,87.14877887,9
Punjab,Unknown,2022,May,Friday,21:28,Fatal,1,Bus,9,1,Foggy,Village Road,Wet,Dawn,Signs,110,67,Male,None,No,Bridge,30.65024833,90.1668072,2
Telangana,Unknown,2018,September,Tuesday,15:13,Serious,2,Car,6,0,Foggy,Urban Road,Dry,Dark,Signals,119,31,Male,None,Yes,Straight Road,11.36589239,75.68634642,7
Maharashtra,Nagpur,2020,January,Monday,15:32,Fatal,2,Car,4,1,Stormy,Urban Road,Wet,Dawn,None,65,67,Female,None,No,Straight Road,32.86273083,68.60740387,9
Uttarakhand,Unknown,2020,January,Friday,05:14,Minor,1,Pedestrian,10,1,Hazy,Village Road,Dry,Daylight,None,95,19,Female,None,No,Intersection,31.48720178,70.38297836,2
Punjab,Unknown,2021,August,Monday,07:16,Serious,4,Bus,8,0,Foggy,State Highway,Under Construction,Dawn,Signs,73,33,Male,None,Yes,Straight Road,22.00862754,96.06794101,3
Telangana,Unknown,2018,September,Sunday,02:51,Minor,2,Cycle,9,5,Rainy,Urban Road,Wet,Dusk,Signals,111,67,Male,None,Yes,Bridge,23.96443677,76.56789855,6
Gujarat,Ahmedabad,2019,January,Monday,22:17,Minor,3,Truck,7,5,Stormy,National Highway,Damaged,Dawn,None,104,23,Male,Expired,Yes,Bridge,18.773073,90.30747129,5
Andhra Pradesh,Tirupati,2018,May,Wednesday,02:35,Fatal,5,Auto-Rickshaw,0,2,Stormy,Urban Road,Under Construction,Dawn,Signs,101,66,Female,Valid,No,Straight Road,9.478564248,86.1152435,3
West Bengal,Siliguri,2021,April,Thursday,22:58,Serious,2,Pedestrian,6,2,Rainy,National Highway,Under Construction,Dark,Signs,94,48,Female,Expired,No,Bridge,17.05032552,79.07624955,9
Kerala,Unknown,2023,June,Monday,07:25,Fatal,1,Car,10,2,Clear,State Highway,Wet,Dawn,None,117,42,Female,Expired,Yes,Straight Road,29.67704311,73.9649306,6
Uttarakhand,Unknown,2021,August,Monday,13:32,Fatal,3,Truck,7,1,Hazy,Village Road,Wet,Dusk,Signs,104,24,Female,Valid,No,Intersection,8.125064621,71.52020613,5
Maharashtra,Mumbai,2018,February,Thursday,04:09,Minor,1,Pedestrian,8,0,Hazy,National Highway,Wet,Dark,None,62,49,Female,None,Yes,Straight Road,17.00447764,85.83537607,9
Karnataka,Bangalore,2019,July,Tuesday,05:40,Minor,5,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,52,36,Male,Expired,Yes,Straight Road,18.75055473,90.46437964,2
Odisha,Unknown,2019,February,Sunday,07:43,Serious,3,Two-Wheeler,7,1,Foggy,State Highway,Under Construction,Dawn,Signs,85,29,Male,Expired,Yes,Intersection,22.50968128,86.67322335,9
Rajasthan,Jodhpur,2021,January,Tuesday,16:38,Fatal,3,Truck,2,4,Hazy,Urban Road,Wet,Daylight,Signs,61,58,Female,Valid,No,Curve,32.83610164,83.37876186,9
Jharkhand,Unknown,2023,September,Saturday,07:48,Serious,4,Bus,7,1,Clear,Urban Road,Damaged,Dusk,None,44,59,Male,Expired,Yes,Bridge,17.35134185,69.21658548,5
Goa,Unknown,2021,November,Tuesday,07:00,Fatal,3,Pedestrian,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,Intersection,17.36773645,96.08617455,2
Madhya Pradesh,Unknown,2019,May,Sunday,17:41,Fatal,3,Pedestrian,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,Bridge,27.9125337,91.16271156,5
Odisha,Unknown,2022,January,Sunday,09:58,Minor,3,Bus,3,2,Foggy,Village Road,Dry,Dawn,None,100,45,Male,None,Yes,Straight Road,20.2098844,76.49183906,1
West Bengal,Durgapur,2018,February,Wednesday,14:56,Fatal,2,Cycle,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,Curve,14.06433022,96.41913955,2
Tamil Nadu,Madurai,2021,November,Friday,01:42,Minor,5,Truck,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,None,No,Curve,20.21586694,85.4545661,3
Haryana,Unknown,2018,February,Saturday,00:28,Serious,4,Car,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,Bridge,11.80313955,84.89025709,3
Punjab,Unknown,2021,November,Monday,06:22,Serious,1,Cycle,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,None,Yes,Curve,12.76244864,89.6941222,9
Andhra Pradesh,Vijayawada,2021,August,Wednesday,06:12,Minor,1,Car,2,2,Rainy,Village Road,Under Construction,Dawn,None,48,43,Male,Expired,Yes,Bridge,21.45592986,91.54132385,2
Nagaland,Unknown,2021,December,Monday,06:37,Minor,2,Bus,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,Straight Road,19.31098714,87.03787961,5
Gujarat,Ahmedabad,2021,September,Saturday,21:47,Fatal,1,Cycle,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,Straight Road,32.70083933,71.71477664,2
Delhi,Rohini,2023,February,Friday,16:58,Fatal,4,Truck,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,None,No,Intersection,17.78463528,77.80975767,9
Jammu and Kashmir,Unknown,2023,December,Tuesday,06:12,Serious,3,Cycle,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,Curve,23.67588546,94.91442557,9
Punjab,Unknown,2019,December,Tuesday,10:39,Serious,2,Cycle,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,Bridge,25.07113577,74.51385274,1
Arunachal Pradesh,Unknown,2021,April,Friday,07:07,Minor,5,Auto-Rickshaw,7,0,Stormy,State Highway,Wet,Dawn,None,53,24,Female,Expired,Yes,Bridge,8.353550328,78.79284369,3
Rajasthan,Jodhpur,2019,December,Sunday,14:13,Fatal,2,Auto-Rickshaw,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,Curve,25.91550904,80.53022961,7
